Node,credibility-WithoutUsercount,credibility-whioutDatabyte,credibility-withoutline,credibility-whioutDatabyte_withMeanData,credibility-withoutline_withMeanData,HITS
2396,0.001544072,6.18E-05,6.61E-05,0.695405116,6.66E-11,0.000574437
2397,2.91E-06,1.16E-07,1.25E-07,3.83E-05,0.149863428,0.000620454
2398,6.10E-09,2.44E-10,2.61E-10,0.695903972,6.66E-11,2.38E-05
2399,0.051052917,0.002042005,0.002185286,0.000570786,0.851052182,7.60E-09
2400,4.52E-05,1.81E-06,1.93E-06,0.695903972,6.66E-11,0.008384084
2402,0.000534271,2.14E-05,2.29E-05,0.002552895,0.851052182,0.000299522
2403,0.012427853,0.000497087,0.000531966,0.696901684,6.67E-11,0.000281769
2405,1.64E-07,6.57E-09,7.03E-09,0.025956131,0.053195765,0.000547314
2406,3.39E-05,1.36E-06,1.45E-06,0.69740054,6.68E-11,0.002296745
2408,0,0,0,0.00158475,6.69E-05,0.001626508
2409,0.099493789,0.003979533,0.004258765,0.697899396,6.68E-11,0.000119588
2411,0.429086607,0.017162524,0.018366766,2.76E-05,7.96E-09,0.000298471
2412,6.09E-07,2.44E-08,2.61E-08,0.698398252,6.69E-11,0.00071884
2414,0.253198704,0.010127393,0.010838002,0.001136668,0.000109891,0.000430435
2415,0.065532377,0.002621151,0.00280507,0.700393675,6.71E-11,0.000393524
2416,0.149092837,0.005963387,0.00638182,2.70E-05,7.04E-05,0.000179122
2417,0.000186638,7.47E-06,7.99E-06,0.701391387,6.72E-11,8.84E-05
2418,0.116208864,0.0046481,0.004974243,1.05E-05,2.33E-06,0.000133033
2419,0.01024253,0.000409679,0.000438425,0.702389099,6.73E-11,0.000647267
2420,0.042172385,0.001686803,0.001805161,0.000111769,0.752423782,0.000350908
2421,0.043739911,0.001749501,0.001872258,0.702887955,6.73E-11,0.00106474
2422,0.185153437,0.007405732,0.00792537,1.49E-05,0.004989314,0.000721206
2425,0.268118624,0.010724157,0.011476639,0.704384522,6.74E-11,0.000207351
2427,0.371204248,0.014847356,0.015889151,0.000206097,0.793340803,3.30E-07
2428,0.000394748,1.58E-05,1.69E-05,0.70588109,6.76E-11,0.000300783
2429,0.000855568,3.42E-05,3.66E-05,0.000151173,7.25E-06,0.002516992
2431,7.69E-05,3.08E-06,3.29E-06,0.706379946,6.76E-11,9.60E-05
2432,0.002597861,0.000103909,0.0001112,0.002237638,1.00E-05,0.000116293
2433,0.000162016,6.48E-06,6.93E-06,0.706878802,6.77E-11,0.002169088
2434,0.355603883,0.014223376,0.015221387,0.00232177,5.69E-05,0.00042033
2435,0.11386051,0.004554171,0.004873723,0.707377658,6.77E-11,0.000542588
2436,0.036902967,0.001476038,0.001579607,0.000341666,0.855440347,0.00264056
2439,0.000175849,7.03E-06,7.53E-06,0.707876514,6.78E-11,0.000840457
2440,0.02149707,0.000859836,0.000920168,5.03E-05,0.156686494,0.000121766
2441,1.20E-09,4.80E-11,5.14E-11,0.708375369,6.78E-11,0.003155853
2442,0.004228599,0.000169135,0.000181002,4.64E-05,7.52E-06,0.004288292
2443,0.023763597,0.000950492,0.001017185,0.709373081,6.79E-11,2.40E-05
2444,1,0.039997808,0.042804334,0.000130062,0.068360452,0.001502047
2446,1.76E-05,7.05E-07,7.54E-07,0.709871937,6.80E-11,6.23E-05
2447,0.000133358,5.33E-06,5.71E-06,0.000542476,0.000312188,0.000367646
2448,0.178220728,0.007128438,0.00762862,0.710869649,6.81E-11,0.000375427
2452,1.37E-05,5.48E-07,5.87E-07,0.000986787,0.000339071,0.000149049
2453,0.000560698,2.24E-05,2.40E-05,0.712366217,6.82E-11,0.004751626
2457,0.000276663,1.11E-05,1.18E-05,0.000217885,0.009554154,0.001701426
2459,0.004738939,0.000189547,0.000202847,0.71436164,6.84E-11,0.000274612
2460,0.061177174,0.002446953,0.002618648,3.30E-05,0.007365541,0.000647694
2461,0.125060106,0.00500213,0.005353115,0.714860496,6.84E-11,0.00040093
2463,0.228824416,0.009152475,0.009794677,5.97E-05,0.012007107,0.000540851
2465,0.188485242,0.007538996,0.008067985,0.714860496,6.84E-11,0.000471482
2466,0.407041036,0.016280749,0.01742312,3.29E-05,0.012007107,0.002181568
2467,0.004076133,0.000163036,0.000174476,0.715359352,6.85E-11,0.001317322
2469,0.00033342,1.33E-05,1.43E-05,1.68E-05,0.000246954,0.002389352
2470,0.007126941,0.000285062,0.000305064,0.715858208,6.85E-11,0.00077867
2471,0.003628182,0.000145119,0.000155302,1.93E-05,0.005381216,0.001517199
2472,0.155544911,0.006221455,0.006657996,0.715858208,6.85E-11,0.00230114
2473,9.54E-08,3.82E-09,4.08E-09,1.21E-05,0.005381216,0.003804521
2474,0.001663683,6.65E-05,7.12E-05,0.716357064,6.86E-11,0.000391401
2475,0.008918818,0.000356733,0.000381764,0.001736253,0.001753587,0.000554515
2476,0.017731452,0.000709219,0.000758983,0.71685592,6.86E-11,0.000853268
2477,0.010300459,0.000411996,0.000440904,4.84E-05,0.124510013,0.000314023
2478,0.347443042,0.01389696,0.014872068,0.717354776,6.87E-11,0.002359366
2482,0.020562582,0.000822458,0.000880168,4.24E-05,0.04845576,1.04E-05
2483,6.98E-05,2.79E-06,2.99E-06,0.717853631,6.87E-11,0.000534145
2484,0.550905219,0.022035001,0.023581131,0.933359378,7.14E-06,0.001202374
2486,0.000263428,1.05E-05,1.13E-05,0.718352487,6.88E-11,0.000268887
2487,0.039172188,0.001566802,0.001676739,5.85E-05,1.09E-05,0.000928253
2489,4.13E-07,1.65E-08,1.77E-08,0.718851343,6.88E-11,0.002311147
2490,0.000482148,1.93E-05,2.06E-05,1.54E-05,0.000309644,6.58E-07
2493,0.023623401,0.000944884,0.001011184,0.719350199,6.89E-11,0.01211229
2494,0.011242433,0.000449673,0.000481225,0.003719085,2.87E-05,1.23E-07
2495,1.00E-06,4.00E-08,4.28E-08,0.720347911,6.90E-11,0.001608324
2496,0.15476536,0.006190275,0.006624628,1.90E-05,0.00193518,0.003084243
2499,0.161189663,0.006447233,0.006899616,0.720846767,6.90E-11,0.000170214
2500,0.041599455,0.001663887,0.001780637,0.000901717,8.38E-05,0.000781072
2501,0.074639486,0.002985416,0.003194893,0.721345623,6.91E-11,0.000276066
2502,0.023328647,0.000933095,0.000998567,0.000166583,1.16E-05,0.000641265
2503,0.000412687,1.65E-05,1.77E-05,0.721844479,6.91E-11,3.66E-07
2504,0.280797306,0.011231277,0.012019342,0.000185415,0.098262492,0.000774331
2506,0.000210381,8.41E-06,9.01E-06,0.722343334,6.92E-11,1.28E-06
2508,9.17E-06,3.67E-07,3.92E-07,0.002716545,2.14E-05,2.93E-06
2509,0.010529746,0.000421167,0.000450719,0.72284219,6.92E-11,0.000693869
2510,1.06E-07,4.24E-09,4.53E-09,0.000164064,0.233276913,0.000259723
2511,0.232321108,0.009292335,0.00994435,0.723839902,6.93E-11,0.000329977
2512,0.000496809,1.99E-05,2.13E-05,0.000257465,0.000157622,0.000121938
2514,0.822936599,0.03291566,0.035225253,0.724837614,6.94E-11,0.001577087
2519,0.016093026,0.000643686,0.000688851,0.000179124,0.785509701,0.000678928
2520,0.001308458,5.23E-05,5.60E-05,0.724837614,6.94E-11,5.01E-06
2523,0.001279867,5.12E-05,5.48E-05,7.15E-05,0.785509701,0.0025354
2524,0.018186979,0.000727439,0.000778482,0.726334182,6.95E-11,0.000168528
2525,0.322059262,0.012881664,0.013785532,8.54E-05,0.941707065,0.000236565
2526,0.321488039,0.012858817,0.013761081,0.727331893,6.96E-11,0.001521514
2528,0.010921636,0.000436841,0.000467493,0.00011329,0.000576522,7.12E-05
2529,0.316679631,0.012666491,0.013555261,0.728329605,6.97E-11,0.013027754
2531,0.045546043,0.001821742,0.001949568,9.57E-05,0.239231672,7.58E-05
2533,0.001155475,4.62E-05,4.95E-05,0.728828461,6.98E-11,0.000255236
2534,0.541268556,0.021649556,0.02316864,0.002259707,0.000444394,0.000897087
2536,0.002161969,8.65E-05,9.25E-05,0.729327317,6.98E-11,0.000336277
2537,0.00180916,7.24E-05,7.74E-05,2.60E-05,0.001708848,0.000395778
2539,3.35E-06,1.34E-07,1.44E-07,0.730823885,7.00E-11,3.68E-05
2542,0.00430511,0.000172195,0.000184277,0.916398277,8.04E-09,0.000125369
2543,0.000681712,2.73E-05,2.92E-05,0.731322741,7.00E-11,0.000108466
2544,0.00757879,0.000303135,0.000324405,8.37E-05,0.222987915,0.000260713
2546,0.003056764,0.000122264,0.000130843,0.737309011,7.06E-11,0.000978463
2547,9.80E-07,3.92E-08,4.19E-08,3.71E-05,0.452923865,8.91E-05
2551,0.176829682,0.0070728,0.007569077,0.737309011,7.06E-11,0.000169282
2552,0.204308883,0.008171907,0.008745306,1.55E-05,0.452923865,0.000234918
2553,0.003901416,0.000156048,0.000166998,0.739304435,7.08E-11,
2557,0.000353091,1.41E-05,1.51E-05,1.37E-05,0.000324619,
2558,1.65E-07,6.61E-09,7.08E-09,0.740302147,7.09E-11,
2559,0.167239196,0.006689201,0.007158562,1.35E-05,0.002134323,
2560,0.471314456,0.018851545,0.020174301,0.740801003,7.09E-11,
2561,0.001976279,7.90E-05,8.46E-05,1.16E-05,0.005437889,
2563,0.001736631,6.95E-05,7.43E-05,0.741299858,7.10E-11,
2564,0.031884582,0.001275313,0.001364798,0.000413936,6.06E-05,
2565,0.294447047,0.011777236,0.01260361,0.741798714,7.10E-11,
2568,0.00100292,4.01E-05,4.29E-05,1.42E-05,0.006414545,
2572,0.005769354,0.000230762,0.000246953,0.74229757,7.11E-11,
2573,0.006171741,0.000246856,0.000264177,4.06E-05,0.013109224,
2574,7.50E-06,3.00E-07,3.21E-07,0.743295282,7.12E-11,
2575,0.009093721,0.000363729,0.000389251,0.002270188,1.03E-05,
2577,0.01340316,0.000536097,0.000573713,0.743794138,7.12E-11,
2578,0.044418227,0.001776632,0.001901293,0.003007592,2.32E-05,
2580,9.30E-09,3.72E-10,3.98E-10,0.743794138,7.12E-11,
2581,0.222816535,0.008912173,0.009537513,0.000574088,2.32E-05,
2582,0.022447993,0.000897871,0.000960871,0.74479185,7.13E-11,
2583,0.00237577,9.50E-05,0.000101693,2.75E-05,1.06E-05,
2584,0.243117711,0.009724175,0.010406492,0.745290706,7.14E-11,
2585,3.30E-09,1.32E-10,1.41E-10,0.000603666,0.002346596,
2586,0.011355568,0.000454198,0.000486068,0.745789561,7.14E-11,
2589,0.005296205,0.000211837,0.000226701,0.001282753,0.00016413,
2592,0.209839097,0.008393104,0.008982023,0.746288417,7.15E-11,
2593,0.009410057,0.000376382,0.000402791,0.002369526,1.14E-05,
2594,0.012127738,0.000485083,0.00051912,0.746787273,7.15E-11,
2597,0.001795894,7.18E-05,7.69E-05,0.002820032,1.79E-05,
2598,4.61E-08,1.84E-09,1.97E-09,0.747286129,7.16E-11,
2599,3.80E-09,1.52E-10,1.63E-10,0.00203842,0.884954914,
2602,0.003611562,0.000144455,0.000154591,0.747286129,7.16E-11,
2603,0.010847801,0.000433888,0.000464333,0.000447135,0.884954914,
2604,0.000188904,7.56E-06,8.09E-06,0.747784985,7.16E-11,
2605,0.175102749,0.007003726,0.007495157,0.002036629,0.933956792,
2606,0.111012971,0.004440275,0.004751836,0.748283841,7.16E-11,
2607,0.143810696,0.005752113,0.006155721,1.01E-05,0.000271736,
2608,0.229236305,0.00916895,0.009812307,0.748782697,7.17E-11,
2609,0.083909112,0.003356181,0.003591674,0.732320452,3.14E-06,
2610,0.041521883,0.001660784,0.001777317,0.749281553,7.17E-11,
2612,6.19E-05,2.47E-06,2.65E-06,1.34E-05,4.37E-06,
2613,0.00031724,1.27E-05,1.36E-05,0.749281553,7.17E-11,
2616,0.068448576,0.002737793,0.002929896,0.000191132,4.37E-06,
2617,0.007419288,0.000296755,0.000317578,0.749780409,7.18E-11,
2618,0.093455789,0.003738027,0.004000313,1.01E-05,6.25E-07,
2619,0.006289337,0.00025156,0.000269211,0.750279265,7.18E-11,
2620,0.13018905,0.005207277,0.005572656,0.000109938,0.00337469,
2621,0.00372745,0.00014909,0.000159551,0.75077812,7.19E-11,
2622,4.43E-08,1.77E-09,1.90E-09,1.07E-05,5.25E-06,
2623,0.170853281,0.006833757,0.007313261,0.751276976,7.19E-11,
2624,0.013040405,0.000521588,0.000558186,1.04E-05,1.74E-06,
2626,0.021591525,0.000863614,0.000924211,0.751775832,7.20E-11,
2627,0.421500822,0.016859109,0.018042062,0.974265561,5.31E-07,
2628,0.138670511,0.005546516,0.005935699,0.752274688,7.20E-11,
2629,0.493886822,0.01975439,0.021140496,1.79E-05,0.006374021,
2630,0.001806739,7.23E-05,7.73E-05,0.752274688,7.20E-11,
2631,0,0,0,0.00029227,0.006374021,
2632,0.019414843,0.000776551,0.000831039,0.752773544,7.21E-11,
2633,1.96E-06,7.85E-08,8.40E-08,4.47E-05,0.033281071,
2634,0.013578177,0.000543097,0.000581205,0.753771256,7.22E-11,
2635,0.009452275,0.00037807,0.000404598,0.565203728,0.008631944,
2637,0.482070077,0.019281746,0.020634689,0.754270112,7.22E-11,
2638,0.000155309,6.21E-06,6.65E-06,1.76E-05,0.000316856,
2639,2.05E-06,8.21E-08,8.78E-08,0.754768968,7.23E-11,
2640,0.581872775,0.023273635,0.024906677,3.15E-05,0.009760342,
2641,0.000229464,9.18E-06,9.82E-06,0.755267823,7.23E-11,
2642,0.042262329,0.001690401,0.001809011,9.85E-05,0.290748028,
2643,0.039632298,0.001585205,0.001696434,0.755766679,7.24E-11,
2644,0.027788835,0.001111492,0.001189483,1.62E-05,0.000623505,
2645,1.94E-06,7.77E-08,8.31E-08,0.756265535,7.24E-11,
2646,0.004408809,0.000176343,0.000188716,1.83E-05,3.16E-05,
2647,0.0382992,0.001531884,0.001639372,0.756265535,7.24E-11,
2654,0.003818471,0.00015273,0.000163447,4.05E-05,3.16E-05,
2661,0.004339779,0.000173582,0.000185761,0.756764391,7.25E-11,
2662,0.040554009,0.001622071,0.001735887,1.73E-05,8.60E-05,
2663,2.94E-06,1.18E-07,1.26E-07,0.757762103,7.26E-11,
2664,0.017422258,0.000696852,0.000745748,0.002060529,0.858464616,
2665,0.079780457,0.003191043,0.003414949,0.758260959,7.26E-11,
2666,0.302352886,0.012093453,0.012942014,0.000512345,1.31E-05,
2667,2.78E-07,1.11E-08,1.19E-08,0.759258671,7.27E-11,
2668,0.061803474,0.002472003,0.002645457,0.000121646,1.45E-05,
2670,0.029051031,0.001161978,0.00124351,0.759757527,7.27E-11,
2671,0.094260262,0.003770204,0.004034748,9.47E-05,0.19075714,
2672,0.048332299,0.001933186,0.002068832,0.760755238,7.28E-11,
2673,0.068084451,0.002723229,0.00291431,0.001124641,0.000643043,
2674,9.40E-09,3.76E-10,4.02E-10,0.761254094,7.29E-11,
2675,0.242831105,0.009712712,0.010394224,1.15E-05,0.002647379,
2676,0.000863443,3.45E-05,3.70E-05,0.76175295,7.29E-11,
2677,3.53E-07,1.41E-08,1.51E-08,2.16E-05,0.000980747,
2678,0.010554891,0.000422173,0.000451795,0.762251806,7.30E-11,
2679,0.115028182,0.004600875,0.004923705,1.45E-05,6.68E-05,
2680,0.403925959,0.016156153,0.017289782,0.762750662,7.30E-11,
2681,0.170681162,0.006826872,0.007305893,4.98E-05,0.015748358,
2682,0.05607181,0.002242749,0.002400116,0.763249518,7.31E-11,
2683,0.024101299,0.000963999,0.00103164,0.000485447,2.94E-05,
2684,3.34E-05,1.34E-06,1.43E-06,0.763748374,7.31E-11,
2685,0.000157525,6.30E-06,6.74E-06,3.66E-05,0.004074109,
2686,0.578500999,0.023138772,0.02476235,0.765743797,7.33E-11,
2687,0.219569272,0.00878229,0.009398516,1.04E-05,0.000500097,
2688,0.461747881,0.018468903,0.019764811,0.766242653,7.34E-11,
2689,0.109383338,0.004375094,0.004682081,7.55E-05,0.001100839,
2690,0.000247717,9.91E-06,1.06E-05,0.766741509,7.34E-11,
2691,0.019230358,0.000769172,0.000823143,0.002389046,0.006070695,
2692,0.001228192,4.91E-05,5.26E-05,0.767240365,7.35E-11,
2693,0.001776245,7.10E-05,7.60E-05,1.78E-05,0.000322967,
2694,0.006951586,0.000278048,0.000297558,0.767739221,7.35E-11,
2695,0.007205092,0.000288188,0.000308409,2.50E-05,0.058162546,
2696,3.90E-09,1.56E-10,1.67E-10,0.768238077,7.36E-11,
2697,0.000098875,3.95E-06,4.23E-06,0.000205733,1.13E-05,
2698,0.465391715,0.018614648,0.019920782,0.768736933,7.36E-11,
2699,0.000638238,2.55E-05,2.73E-05,0.003605745,2.99E-05,
2700,0.554912224,0.022195272,0.023752648,0.769235788,7.37E-11,
2701,0.000276601,1.11E-05,1.18E-05,0.000248854,0.901993847,
2702,0.143508711,0.005740034,0.006142795,0.769734644,7.37E-11,
2703,0.01044192,0.000417654,0.000446959,0.907418871,0.000310163,
2704,0,0,0,0.7702335,7.38E-11,
2705,7.20E-09,2.88E-10,3.08E-10,0.000281325,0.29654409,
2707,0.281309114,0.011251748,0.012041249,0.770732356,7.38E-11,
2709,0.017982953,0.000719279,0.000769748,1.39E-05,0.017898976,
2710,3.43E-08,1.37E-09,1.47E-09,0.771231212,7.38E-11,
2711,0.000268407,1.07E-05,1.15E-05,7.27E-05,0.083920745,
2712,0.000384724,1.54E-05,1.65E-05,0.771730068,7.39E-11,
2713,0.039596114,0.001583758,0.001694885,0.926375395,1.32E-06,
2714,4.78E-05,1.91E-06,2.05E-06,0.772228924,7.39E-11,
2715,0.036339572,0.001453503,0.001555491,3.34E-05,0.019442878,
2716,0.0009264,3.71E-05,3.97E-05,0.772228924,7.39E-11,
2717,0.496689287,0.019866483,0.021260454,1.28E-05,0.019442878,
2718,0.012573076,0.000502895,0.000538182,0.77272778,7.40E-11,
2719,0.311349402,0.012453293,0.013327104,1.82E-05,0.005713265,
2720,0.001017909,4.07E-05,4.36E-05,0.773226636,7.40E-11,
2721,0.006760928,0.000270422,0.000289397,5.43E-05,0.054147107,
2722,0.000815628,3.26E-05,3.49E-05,0.773725492,7.41E-11,
2723,0.081794767,0.003271611,0.003501171,2.61E-05,0.00422972,
2724,0.000121118,4.84E-06,5.18E-06,0.774224347,7.41E-11,
2725,0.221535564,0.008860937,0.009482682,2.10E-05,0.000363588,
2726,0.000171392,6.86E-06,7.34E-06,0.774723203,7.42E-11,
2728,0.012934803,0.000517364,0.000553666,1.73E-05,0.000503094,
2729,0.21484489,0.008593325,0.009196292,0.775222059,7.42E-11,
2732,3.31E-08,1.32E-09,1.42E-09,6.25E-05,0.019887635,
2733,0.006639401,0.000265561,0.000284195,0.776219771,7.43E-11,
2734,3.06E-08,1.22E-09,1.31E-09,2.37E-05,0.021621595,
2735,0.000373587,1.49E-05,1.60E-05,0.776718627,7.44E-11,
2736,0.042900174,0.001715913,0.001836313,0.000162587,1.67E-05,
2738,0.020464491,0.000818535,0.000875969,0.777217483,7.44E-11,
2739,0.001267635,5.07E-05,5.43E-05,0.000269512,1.10E-05,
2740,0.232194036,0.009287252,0.009938911,0.777716339,7.45E-11,
2741,7.81E-07,3.12E-08,3.34E-08,2.10E-05,0.003164194,
2742,0.004471122,0.000178835,0.000191383,0.778215195,7.45E-11,
2745,0.004816186,0.000192637,0.000206154,0.000170444,0.00019245,
2746,0.078476951,0.003138906,0.003359154,0.779212906,7.46E-11,
2747,0.000108819,4.35E-06,4.66E-06,4.08E-05,0.016000873,
2749,0.316719564,0.012668088,0.01355697,0.779711762,7.47E-11,
2751,0.000590385,2.36E-05,2.53E-05,1.15E-05,0.000130274,
2752,1.99E-05,7.96E-07,8.52E-07,0.780210618,7.47E-11,
2753,5.30E-09,2.12E-10,2.27E-10,1.80E-05,0.00348247,
2754,0.01444812,0.000577893,0.000618442,0.780210618,7.47E-11,
2756,0.000382676,1.53E-05,1.64E-05,1.14E-05,0.00348247,
2758,0.020052569,0.000802059,0.000858337,0.780709474,7.48E-11,
2759,0.061618388,0.0024646,0.002637534,1.65E-05,0.000266455,
2760,0.087525017,0.003500809,0.00374645,0.78120833,7.48E-11,
2761,0.012232351,0.000489267,0.000523598,0.000321772,0.000100742,
2762,0.065295267,0.002611668,0.00279492,0.781707186,7.48E-11,
2763,0.003629643,0.000145178,0.000155364,1.72E-05,0.001124729,
2764,7.24E-05,2.89E-06,3.10E-06,0.782206042,7.49E-11,
2766,0.032294099,0.001291693,0.001382327,0.000162348,0.27777301,
2767,1.05E-05,4.18E-07,4.47E-07,0.782704898,7.49E-11,
2768,1.83E-05,7.34E-07,7.85E-07,0.000171891,0.001787449,
2769,0.118356652,0.004734007,0.005066178,0.783203754,7.50E-11,
2770,0.115432859,0.004617061,0.004941027,0.000126355,2.19E-05,
2771,0.021078418,0.000843091,0.000902248,0.783702609,7.50E-11,
2778,0.091500938,0.003659837,0.003916637,2.03E-05,0.003103649,
2779,0.124002332,0.004959821,0.005307837,0.784201465,7.51E-11,
2780,0.000001312,5.25E-08,5.62E-08,2.37E-05,0.000137189,
2781,0.019391642,0.000775623,0.000830046,0.784700321,7.51E-11,
2782,0.006384443,0.000255364,0.000273282,0.000193042,0.466232503,
2783,0.028208523,0.001128279,0.001207447,0.785199177,7.52E-11,
2784,0.083029887,0.003321013,0.003554039,9.57E-05,0.020181115,
2785,0.001546,6.18E-05,6.62E-05,0.785698033,7.52E-11,
2786,2.21E-06,8.85E-08,9.47E-08,3.49E-05,0.06172583,
2787,0.00186875,7.47E-05,8.00E-05,0.786196889,7.53E-11,
2788,3.02E-05,1.21E-06,1.29E-06,5.31E-05,0.214283602,
2790,0.412642395,0.016504791,0.017662883,0.786695745,7.53E-11,
2792,3.82E-05,1.53E-06,1.64E-06,2.38E-05,0.011666407,
2795,9.22E-06,3.69E-07,3.95E-07,0.787194601,7.54E-11,
2799,0.064980124,0.002599063,0.002781431,0.97077357,0.000326175,
2802,4.03E-05,1.61E-06,1.73E-06,0.787693457,7.54E-11,
2803,0.044103569,0.001764046,0.001887824,3.74E-05,0.006937289,
2804,0.00018763,7.50E-06,8.03E-06,0.788192312,7.55E-11,
2807,0.149771862,0.005990546,0.006410885,0.94882391,0.004838533,
2809,5.44E-06,2.18E-07,2.33E-07,0.788691168,7.55E-11,
2810,1.97E-05,7.89E-07,8.45E-07,1.05E-05,0.00311924,
2812,0.036557517,0.001462221,0.00156482,0.78968888,7.56E-11,
2813,3.07E-06,1.23E-07,1.32E-07,7.66E-05,0.206018066,
2815,0.032259713,0.001290318,0.001380856,0.790187736,7.57E-11,
2819,0.702161425,0.028084918,0.030055552,3.72E-05,0.039433351,
2820,0.011445224,0.000457784,0.000489905,0.790686592,7.57E-11,
2822,0.035186195,0.001407371,0.001506122,1.42E-05,0.000770781,
2823,2.99E-05,1.19E-06,1.28E-06,0.791185448,7.58E-11,
2824,0.006526198,0.000261034,0.00027935,1.58E-05,0.000843434,
2826,0.377546464,0.015101031,0.016160625,0.791684304,7.58E-11,
2827,0.016940533,0.000677584,0.000725128,1.19E-05,0.000483601,
2828,0.003721697,0.00014886,0.000159305,0.79218316,7.59E-11,
2829,0.11950584,0.004779972,0.005115368,1.42E-05,0.000725843,
2830,0.06031856,0.00241261,0.002581896,0.79218316,7.59E-11,
2832,0.008205355,0.000328196,0.000351225,4.12E-05,0.000725843,
2833,0.331636994,0.013264753,0.014195501,0.792682016,7.59E-11,
2834,0.340733472,0.013628592,0.014584869,5.43E-05,0.010579272,
2835,0.296282499,0.01185065,0.012682175,0.793180871,7.59E-11,
2836,1.79E-07,7.14E-09,7.64E-09,0.000959739,0.000530444,
2837,0.002229781,8.92E-05,9.54E-05,0.793679727,7.60E-11,
2838,0.124439749,0.004977317,0.005326561,0.000826569,0.000219693,
2839,0.002932353,0.000117288,0.000125517,0.793679727,7.60E-11,
2840,0.00135737,5.43E-05,5.81E-05,0.000377918,0.000219693,
2842,1.67E-08,6.68E-10,7.15E-10,0.794178583,7.60E-11,
2843,6.82E-05,2.73E-06,2.92E-06,0.000315142,3.30E-05,
2844,0.003625304,0.000145004,0.000155179,0.794677439,7.61E-11,
2846,0.081682674,0.003267128,0.003496372,4.60E-05,0.050685871,
2847,2.50E-06,1.00E-07,1.07E-07,0.795176295,7.61E-11,
2848,0.017932116,0.000717245,0.000767572,4.69E-05,0.014162976,
2849,0.001758013,7.03E-05,7.53E-05,0.795675151,7.62E-11,
2850,0.171769282,0.006870395,0.00735247,4.09E-05,0.028741309,
2851,0.00176733,7.07E-05,7.56E-05,0.796174007,7.62E-11,
2853,2.18E-07,8.72E-09,9.34E-09,7.59E-05,0.045449986,
2854,0.061883091,0.002475188,0.002648864,0.796672863,7.63E-11,
2856,0.000409775,1.64E-05,1.75E-05,0.910910862,7.23E-07,
2858,0.120035328,0.00480115,0.005138032,0.797171719,7.63E-11,
2861,0.111446452,0.004457614,0.004770391,2.56E-05,8.35E-06,
2862,0.007298174,0.000291911,0.000312393,0.797670574,7.64E-11,
2864,4.92E-05,1.97E-06,2.11E-06,2.14E-05,0.008358322,
2865,0.000420601,1.68E-05,1.80E-05,0.79816943,7.64E-11,
2866,0.000913839,3.66E-05,3.91E-05,5.92E-05,0.045210957,
2867,0.000155497,6.22E-06,6.66E-06,0.798668286,7.65E-11,
2868,0.009492961,0.000379698,0.00040634,0.00066706,0.434882808,
2869,0.038865513,0.001554535,0.001663612,0.799167142,7.65E-11,
2870,0.00116171,4.65E-05,4.97E-05,1.65E-05,1.46E-05,
2871,0.013796487,0.000551829,0.000590549,0.799665998,7.66E-11,
2872,0.031017509,0.001240632,0.001327684,1.10E-05,4.00E-06,
2873,0.005880284,0.000235198,0.000251702,0.800164854,7.66E-11,
2875,0.506916616,0.020275553,0.021698228,0.944833063,1.12E-06,
2876,0.117260495,0.004690163,0.005019257,0.80066371,7.67E-11,
2877,0.037737011,0.001509398,0.001615308,1.02E-05,2.79E-05,
2878,7.40E-07,2.96E-08,3.17E-08,0.801162566,7.67E-11,
2880,0.055537765,0.002221389,0.002377257,2.47E-05,0.089096987,
2881,0.000827063,3.31E-05,3.54E-05,0.801661422,7.68E-11,
2883,2.84E-05,1.14E-06,1.22E-06,0.967780434,0.000133203,
2885,1.62E-07,6.50E-09,6.95E-09,0.801661422,7.68E-11,
2889,2.89E-05,1.16E-06,1.24E-06,6.24E-05,0.000133203,
2890,0.024701236,0.000987995,0.00105732,0.802160277,7.68E-11,
2893,0.004946117,0.000197834,0.000211715,0.000135474,1.31E-09,
2894,0.00858426,0.000343352,0.000367444,0.803157989,7.69E-11,
2896,0.064948047,0.002597779,0.002780058,1.64E-05,1.42E-09,
2897,0.473477907,0.018938078,0.020266906,0.803157989,7.69E-11,
2899,0.120059783,0.004802128,0.005139079,0.000131628,1.42E-09,
2900,0.03499936,0.001399898,0.001498124,0.803656845,7.70E-11,
2902,0.032251101,0.001289973,0.001380487,1.15E-05,1.75E-09,
2904,0.170411993,0.006816106,0.007294372,0.804155701,7.70E-11,
2905,0.000005027,2.01E-07,2.15E-07,2.77E-05,6.83E-05,
2906,0.002294225,9.18E-05,9.82E-05,0.804654557,7.70E-11,
2907,0.004679213,0.000187158,0.000200291,0.000418276,0.62735562,
2908,0.208510496,0.008339963,0.008925153,0.805153413,7.71E-11,
2909,1.62E-07,6.49E-09,6.94E-09,3.11E-05,8.15E-05,
2911,1.20E-05,4.80E-07,5.14E-07,0.805652269,7.71E-11,
2912,0.009307156,0.000372266,0.000398387,1.87E-05,0.004896197,
2913,2.41E-05,9.64E-07,1.03E-06,0.806151125,7.72E-11,
2914,0.002922657,0.0001169,0.000125102,5.69E-05,0.058469876,
2915,0.15611584,0.006244291,0.006682435,0.806649981,7.72E-11,
2916,6.20E-06,2.48E-07,2.65E-07,2.11E-05,0.006004382,
2917,0.034091316,0.001363578,0.001459256,0.808146548,7.74E-11,
2919,0.000013113,5.24E-07,5.61E-07,5.37E-05,0.374211053,
